GHG,Site_EUI
337.6,103.0
284.6,90.3
211.3,56.2
484.4,120.4
417.7,141.1
345.5,95.5
301.0,82.4
376.4,100.0
473.0,140.1
536.5,113.3
300.1,110.4
332.0,75.4
421.4,65.4
282.0,98.8
290.0,88.3
457.0,84.4
159.3,78.5
324.7,65.5
200.3,64.1
295.5,70.1
379.7,81.1
267.3,115.6
274.9,103.9
511.1,85.8
259.4,98.6
423.2,120.6
421.9,126.4
197.7,62.9
178.3,68.7
222.1,71.3
305.1,125.5
305.1,94.6
165.2,59.8
168.6,63.6
226.9,105.8
413.7,143.4
333.4,98.3
356.7,98.0
342.2,114.3
309.8,68.0
305.1,93.3
397.6,90.9
305.1,93.3
373.0,101.2
542.4,101.9
199.3,84.8
328.0,115.0
430.9,93.3
183.8,74.9
304.9,60.8
347.4,66.6
160.9,58.2
326.7,97.2
312.5,92.7
287.6,69.7
287.6,57.1
435.2,74.0
540.0,105.7
411.3,76.1
416.8,50.9
453.0,100.7
422.4,79.4
365.6,101.0
177.2,74.1
151.8,64.5
327.0,70.1
350.7,85.5
407.9,76.6
328.6,90.1
336.6,125.3
137.4,52.9
221.5,81.0
348.4,83.4
251.0,82.3
232.5,46.1
364.3,86.1
308.1,84.0
223.4,93.0
92.1,46.2
338.9,86.9
78.8,24.9
319.9,99.9
439.2,128.2
308.6,105.5
311.8,106.5
318.3,111.1
334.4,114.4
303.9,92.5
458.4,94.3
455.4,134.0
376.2,144.0
478.8,99.2
258.9,77.3
396.9,87.1
478.2,108.9
335.6,95.3
394.8,94.6
351.9,89.2
474.6,57.0
328.0,62.3
221.6,43.6
324.3,66.7
393.7,80.8
286.3,84.0
546.5,96.6
371.0,131.0
359.3,106.0
286.6,92.0
282.1,93.0
248.7,101.7
308.4,91.7
328.1,59.2
392.2,84.1
580.5,80.9
317.6,72.2
459.2,129.0
468.2,94.3
361.2,69.3
565.3,122.8
111.3,50.0
258.7,69.4
382.3,48.2
482.0,118.8
423.1,121.6
495.9,87.6
359.1,103.2
562.2,82.8
403.0,93.9
289.3,80.8
287.4,104.2
399.1,71.4
212.8,88.1
304.5,66.4
302.5,79.2
185.9,49.8
286.3,87.4
211.0,71.3
338.5,95.5
434.7,111.2
382.2,88.5
340.7,119.8
193.2,63.7
452.8,96.2
324.0,90.2
304.1,71.3
403.2,127.6
418.4,93.6
446.0,95.0
74.5,33.9
358.7,85.7
388.2,107.1
87.1,28.6
297.8,102.9
442.6,83.5
321.0,92.9
434.7,40.4
328.4,90.1
336.7,80.9
147.9,45.9
334.0,99.5
540.4,85.1
82.0,22.7
191.4,69.9
366.2,75.7
410.2,83.6
468.0,70.5
306.9,105.8
481.5,84.0
308.3,71.1
120.7,32.0
572.8,84.2
288.3,103.9
393.7,72.6
349.7,91.5
306.4,91.1
420.8,113.5
375.2,69.0
337.5,69.2
582.7,57.9
506.0,83.4
180.3,58.5
462.1,106.8
286.9,93.0
483.4,86.1
533.5,79.6
490.3,107.3
158.0,35.5
210.2,80.5
503.8,97.9
246.8,79.5
431.0,57.4
574.8,102.6
460.4,69.2
362.8,68.2
407.4,76.7
518.3,97.2
458.2,80.4
496.5,83.6
406.3,80.6
281.2,85.3
227.2,78.7
594.2,52.0
432.0,62.2
464.8,77.5
490.3,86.1
347.6,63.1
327.3,86.7
513.4,97.2
233.0,82.9
534.1,67.0
440.4,73.5
518.7,89.9
528.5,66.2
343.3,76.4
570.5,69.2
306.6,92.1
153.0,42.6
430.5,73.2
347.1,83.3
301.5,95.4
485.4,73.3
478.4,55.8
557.5,77.1
342.4,92.2
400.3,65.9
307.4,113.2
250.8,69.1
320.8,88.4
408.9,55.8
406.0,112.0
479.1,85.2
463.4,75.1
564.0,69.6
292.4,73.5
355.7,69.5
527.9,60.1
400.4,78.7
582.9,58.8
276.4,67.7
83.0,24.8
319.3,99.8
436.2,95.6
413.2,92.4
481.8,73.3
235.6,74.5
331.2,67.0
522.3,75.6
593.9,56.6
261.4,81.5
547.9,64.9
507.3,84.1
232.7,71.1
201.7,65.3
219.2,68.4
301.1,87.3
379.3,90.5
262.5,80.9
233.7,51.1
589.7,120.7
203.4,61.3
269.7,80.4
238.8,86.0
193.9,72.6
250.8,75.3
362.0,71.0
256.0,50.1
305.4,87.4
431.5,58.7
344.3,69.6
332.9,76.5
589.1,64.3
353.7,61.2
193.5,81.5
210.4,60.5
242.9,79.6
375.2,79.7
372.5,74.5
463.9,81.6
564.4,118.6
378.7,62.1
201.9,65.4
190.8,64.3
216.9,69.4
573.1,108.0
306.8,83.0
564.1,102.3
244.5,89.8
543.6,79.8
382.9,101.8
538.3,83.2
173.6,75.2
396.2,91.3
336.2,80.2
333.9,67.1
183.1,58.8
149.1,46.9
352.2,52.3
231.3,93.3
264.0,113.9
273.7,58.2
581.1,124.4
370.2,64.8
245.2,80.8
316.5,105.1
527.3,130.8
129.3,45.7
206.9,89.1
183.8,69.5
340.5,83.2
238.9,100.6
182.6,52.6
405.7,141.9
417.2,73.9
290.7,96.4
372.9,75.5
359.3,70.5
307.4,64.3
209.0,82.0
276.0,88.9
309.6,105.6
230.7,62.9
256.0,65.7
248.2,81.3
226.0,77.7
261.1,67.8
550.3,75.7
556.1,74.7
458.2,108.4
523.0,88.9
184.0,52.3
480.6,91.5
513.2,67.4
319.5,107.3
450.9,69.0
192.2,69.4
404.6,83.2
272.8,94.7
383.6,105.3
367.8,102.7
290.8,83.2
288.1,91.7
199.4,69.3
359.0,105.3
183.7,61.9
325.4,68.1
374.8,78.4
479.3,79.0
259.6,81.6
317.4,114.8
77.4,40.8
212.6,83.9
252.9,81.9
303.9,80.5
592.2,81.7
449.5,82.1
561.4,67.5
178.2,78.3
325.5,77.9
419.4,113.1
387.3,78.6
194.7,62.8
207.3,83.7
222.9,83.0
163.9,73.9
306.5,77.6
453.6,100.3
372.0,69.9
256.9,67.5
441.6,87.7
281.4,75.4
487.3,83.9
259.9,75.8
393.1,105.1
462.4,90.3
399.4,96.0
592.4,112.2
204.6,58.0
318.9,53.3
282.8,108.8
320.5,72.7
512.8,77.0
213.4,83.2
339.9,95.0
282.1,84.4
199.1,64.9
285.5,64.9
452.8,67.4
456.1,59.6
348.0,78.0
303.2,108.7
432.2,108.6
118.4,46.6
150.7,68.3
415.4,42.6
174.4,80.2
227.7,66.7
340.8,86.8
265.5,104.0
487.5,141.3
270.9,88.4
395.4,81.5
454.9,84.0
404.5,106.2
339.7,46.8
342.9,64.6
252.2,56.5
235.5,55.5
262.0,49.0
394.3,89.1
283.9,75.3
214.5,44.7
548.9,116.2
245.7,70.7
394.6,88.4
395.6,95.4
516.7,82.0
209.7,74.1
206.0,72.3
286.8,85.9
203.3,65.7
254.4,103.6
297.6,67.8
294.4,77.2
538.0,78.8
234.5,70.9
275.5,78.4
127.1,44.4
310.6,56.8
477.4,70.8
278.5,63.2
388.1,81.6
205.8,68.6
263.0,64.2
324.9,54.3
246.0,71.3
246.5,92.7
289.9,53.0
283.7,94.0
208.4,68.7
321.8,69.4
81.6,37.9
531.3,83.2
244.8,74.6
252.4,89.4
269.2,88.8
214.7,79.9
341.0,78.9
222.6,88.6
216.0,84.4
317.6,106.1
211.6,67.9
500.7,115.0
348.8,129.3
185.6,68.9
389.1,85.8
399.8,74.1
379.0,73.8
336.3,69.8
411.7,147.9
357.5,85.9
182.4,74.5
227.4,75.0
394.8,59.6
426.0,87.2
167.8,53.1
388.6,80.8
432.5,101.1
442.8,67.7
337.0,102.0
337.0,100.5
286.2,105.4
341.0,70.2
318.9,63.6
172.1,69.3
563.1,67.0
326.2,58.4
74.3,34.6
170.2,70.2
318.5,104.0
446.9,58.6
449.8,59.9
490.9,63.6
348.4,83.3
417.2,79.2
464.2,190.6
431.3,49.5
227.4,115.5
185.9,106.7
407.7,59.3
421.6,125.9
246.0,100.6
510.7,137.5
219.3,56.5
187.9,89.7
213.9,84.3
240.9,80.6
328.7,87.7
377.5,82.0
234.3,96.1
505.2,71.9
176.3,82.4
593.7,76.5
110.8,29.3
338.0,89.4
312.1,111.5
351.1,95.1
507.6,87.3
294.0,70.2
219.2,86.6
424.4,105.4
303.7,97.7
396.7,85.2
179.8,38.2
417.6,87.2
178.5,78.8
399.6,76.6
438.7,88.8
297.9,98.6
368.2,59.0
489.6,93.6
261.5,91.7
336.9,75.0
322.2,101.1
306.9,112.1
187.0,95.9
473.9,91.7
520.1,59.4
332.4,76.9
303.0,85.3
353.0,100.1
249.3,88.7
129.5,61.1
513.2,107.1
248.2,61.8
416.1,98.1
343.4,80.3
374.5,140.5
94.1,29.9
287.6,92.5
98.9,37.9
438.9,63.4
286.6,76.8
479.1,90.6
447.6,76.9
252.8,73.0
259.3,97.9
175.0,75.0
539.5,77.9
245.8,89.8
205.6,87.8
267.2,141.0
310.7,79.8
542.6,161.3
329.5,55.6
192.2,74.9
216.6,72.7
232.9,85.2
577.2,81.6
308.0,76.4
172.8,61.9
478.3,127.7
371.0,101.0
363.9,102.9
296.7,88.4
484.0,122.4
192.0,47.3
245.0,59.3
558.8,108.2
522.3,102.8
340.7,98.8
186.9,85.0
181.3,69.8
468.8,88.9
496.6,105.1
389.6,124.3
499.0,100.6
261.3,67.7
337.5,38.0
276.0,43.9
537.5,110.0
421.7,105.3
507.5,99.6
243.4,82.9
382.4,88.9
181.5,47.6
547.1,76.8
541.6,70.1
324.8,92.0
450.3,83.7
353.9,89.4
328.1,99.4
363.5,103.3
590.0,109.6
172.6,74.9
391.5,146.7
309.4,75.7
397.8,100.7
383.8,88.9
410.5,121.4
318.4,94.8
103.9,45.5
111.8,51.1
430.1,72.2
337.4,72.0
169.5,87.8
276.8,67.9
353.1,103.9
440.4,115.3
289.0,105.6
517.1,98.4
232.4,66.4
219.1,59.6
321.9,63.4
458.7,129.5
333.0,53.5
84.5,9.5
280.8,27.1
249.1,24.2
53.1,6.6
81.4,9.1
71.3,6.5
453.4,116.6
312.1,73.0
96.6,24.0
347.4,75.4
467.9,70.7
471.5,71.7
525.3,95.3
164.0,27.1
519.5,74.3
397.1,62.0
448.1,92.8
400.9,85.5
362.4,78.0
345.5,71.9
468.3,95.1
110.7,108.6
107.7,96.1
123.4,111.9
467.9,85.4
523.6,55.5
381.8,49.1
507.8,81.6
110.6,90.5
397.6,96.9
312.0,98.0
516.6,39.7
543.8,104.7
70.5,28.4
524.2,75.4
333.3,72.2
297.0,62.6
386.2,136.2
112.2,38.9
454.0,101.8
238.9,163.9
240.2,101.4
124.5,54.4
251.5,48.9
475.8,55.8
53.2,100.2
82.9,66.5
450.9,72.7
57.2,116.2
537.5,68.2
369.6,78.9
541.7,78.5
184.0,44.3
203.4,70.4
248.6,80.0
534.1,99.4
418.1,38.9
323.8,24.2
322.4,133.1
258.6,110.8
342.2,119.8
389.0,70.9
455.2,149.8
591.9,180.8
546.7,134.6
562.8,145.5
221.5,86.9
417.2,95.1
221.5,81.4
252.5,45.5
203.9,70.2
237.5,62.4
440.1,90.9
209.8,57.9
239.7,80.6
337.4,62.7
215.5,68.6
414.5,91.5
216.6,70.3
217.8,61.6
204.9,80.6
269.0,63.9
218.6,91.7
312.7,105.1
235.3,82.0
304.8,82.0
155.6,78.2
408.8,75.5
583.3,88.5
306.5,72.0
428.2,100.2
254.4,95.1
462.0,137.7
369.3,78.3
232.1,87.6
436.0,88.0
394.6,93.5
289.7,82.7
283.3,77.9
467.2,75.9
253.2,80.1
259.7,81.8
270.9,84.9
257.2,84.8
113.0,49.0
378.4,77.5
269.4,75.6
162.8,57.1
421.9,133.3
461.1,86.9
418.8,105.4
385.9,124.8
440.9,122.3
91.9,20.8
564.4,96.6
497.8,100.4
160.1,73.0
386.3,144.9
280.3,104.1
231.4,79.5
226.0,85.3
268.0,101.5
389.1,89.6
246.1,81.5
530.6,105.3
427.6,72.6
383.9,134.3
266.1,98.5
191.5,85.9
599.8,103.1
510.5,99.7
472.6,187.0
324.9,77.3
559.3,88.4
291.4,117.4
217.2,43.9
440.4,145.3
392.2,103.1
348.0,84.4
359.9,96.9
514.0,74.8
374.6,72.7
238.2,64.9
184.0,44.5
542.5,79.6
555.5,83.3
535.4,79.9
599.9,134.5
307.5,99.8
77.8,22.9
268.4,93.7
300.4,105.7
383.6,109.7
257.3,93.7
231.2,104.1
275.1,86.7
411.6,81.5
463.7,91.0
333.7,74.3
178.4,36.6
296.3,92.2
167.4,69.7
225.0,71.3
352.6,126.2
408.5,118.0
359.8,97.4
254.3,65.6
366.4,74.4
300.8,65.8
498.8,71.1
577.7,90.5
332.8,87.1
278.5,103.9
391.4,71.1
142.2,61.3
198.9,91.4
294.0,71.4
396.2,56.2
244.1,72.8
365.3,84.3
336.8,88.4
171.6,72.7
310.8,101.7
417.9,71.8
241.2,85.1
194.2,86.0
112.5,76.3
306.7,105.9
334.3,79.5
292.9,95.6
590.9,97.2
136.1,37.3
90.4,46.1
288.6,86.7
308.0,81.7
151.6,50.3
344.6,116.4
535.1,98.0
525.1,61.2
516.1,72.7
352.8,97.2
203.9,85.8
394.3,130.8
243.3,69.3
143.9,43.2
464.6,107.4
564.3,60.4
195.6,70.0
251.5,102.3
343.3,114.5
426.9,154.8
418.9,197.1
427.4,107.5
294.7,48.7
277.2,68.2
227.8,75.4
236.7,73.0
248.4,93.4
314.6,87.0
274.2,74.6
577.2,103.9
546.8,135.7
247.0,81.7
382.5,69.6
422.4,55.6
405.0,92.8
261.1,51.7
56.2,26.1
328.9,37.1
181.9,68.6
232.5,100.1
139.7,75.5
570.3,115.5
332.5,91.1
318.2,100.4
254.9,88.4
391.1,99.6
357.2,70.5
512.5,70.5
217.1,51.5
404.5,155.1
248.3,81.4
230.7,93.3
348.8,90.6
237.2,132.1
197.4,87.9
139.9,12.3
251.3,83.2
415.4,85.7
253.5,75.0
238.3,76.0
171.0,48.9
268.7,73.7
159.2,13.9
450.7,70.1
254.7,61.7
199.5,55.6
447.9,96.2
293.3,128.8
329.3,98.7
434.5,80.7
374.8,110.8
404.1,129.5
439.8,66.8
302.5,91.1
385.4,81.4
309.8,88.7
213.0,91.2
312.3,85.1
200.3,88.0
590.1,93.1
313.2,96.6
322.5,98.0
321.4,98.8
113.5,27.3
87.0,52.8
132.3,132.5
181.5,82.6
230.0,76.5
130.0,104.6
220.7,95.7
315.0,78.1
195.4,77.6
164.4,73.6
491.0,83.4
375.4,77.1
60.5,51.9
227.8,95.4
170.8,56.0
365.3,59.7
247.2,87.3
240.1,29.1
399.3,63.9
424.2,66.7
116.9,20.8
290.8,47.2
560.4,95.2
582.1,97.8
